property_id,address,property_type,area,rooms,floor,build_year,cadastral_number,owner_info
698,"г. Смоленск, алл. Ленинградская, д. 4 к. 249, 410389",Квартира,56.2,5,13,1956,52:11:207650:646,"[{""owner_id"": 228, ""share"": 0.12}, {""owner_id"": 249, ""share"": 0.41}, {""owner_id"": 242, ""share"": 0.47}]"
699,"п. Урус-Мартан, алл. Спортивная, д. 6/7 к. 3, 405920",Коммерческое,124.2,5,10,1954,72:61:609713:526,"[{""owner_id"": 222, ""share"": 0.78}, {""owner_id"": 213, ""share"": 0.22}]"
700,"к. Кирово-Чепецк, пер. Водников, д. 7/2, 896298",Квартира,148.6,5,1,2004,83:50:680130:66,"[{""owner_id"": 250, ""share"": 1.0}]"
701,"с. Тында, ул. Кольцевая, д. 6/4, 796618",Дом,41.0,5,21,1994,67:99:557420:22,"[{""owner_id"": 214, ""share"": 1.0}]"
702,"с. Елабуга, бул. Ленина, д. 543 стр. 5/2, 531379",Дом,81.9,2,17,1978,85:97:455627:944,"[{""owner_id"": 99, ""share"": 1.0}]"
703,"г. Александровск-Сахалинский, пр. Пожарского, д. 4/3, 750361",Квартира,179.0,4,14,1996,70:30:752048:213,"[{""owner_id"": 240, ""share"": 1.0}]"
704,"п. Нальчик, бул. Кирпичный, д. 88 стр. 83, 342444",Коммерческое,106.9,2,7,1970,87:72:205805:813,"[{""owner_id"": 45, ""share"": 1.0}]"
705,"д. Шумиха, ш. Поперечное, д. 7/1, 862351",Дом,62.2,5,2,1952,55:43:474387:694,"[{""owner_id"": 253, ""share"": 1.0}]"
706,"с. Москва, МГУ, ш. Мостовое, д. 1/9, 173289",Квартира,165.2,3,14,1964,89:39:226550:576,"[{""owner_id"": 258, ""share"": 1.0}]"
707,"к. Нижний Тагил, алл. Ореховая, д. 991 к. 9, 558115",Дом,161.3,1,25,2021,44:29:994863:707,"[{""owner_id"": 133, ""share"": 1.0}]"
708,"к. Южноуральск, бул. Нефтяников, д. 29 к. 1/8, 004093",Дом,163.8,1,4,1963,81:15:631948:108,"[{""owner_id"": 54, ""share"": 0.84}, {""owner_id"": 26, ""share"": 0.16}]"
709,"к. Мирный, пер. Томский, д. 939, 218039",Квартира,184.0,2,24,1987,66:74:622600:751,"[{""owner_id"": 61, ""share"": 1.0}]"
710,"ст. Железногорск(Курск.), бул. Вокзальный, д. 68 стр. 5/1, 880265",Квартира,42.1,2,15,2003,10:41:975365:829,"[{""owner_id"": 79, ""share"": 0.37}, {""owner_id"": 187, ""share"": 0.63}]"
711,"г. Онега, бул. Николаева, д. 43 к. 7, 303974",Коммерческое,50.8,3,12,2003,56:90:797298:252,"[{""owner_id"": 147, ""share"": 1.0}]"
712,"д. Терскол, ш. Космодемьянской, д. 1/9, 092019",Дом,161.7,2,14,2002,62:68:993796:529,"[{""owner_id"": 272, ""share"": 1.0}]"
713,"ст. Кизел, ул. Крымская, д. 76, 158485",Квартира,149.2,5,3,1960,53:50:521161:791,"[{""owner_id"": 186, ""share"": 0.45}, {""owner_id"": 16, ""share"": 0.55}]"
714,"п. Петрозаводск, алл. Виноградная, д. 196, 722053",Дом,156.7,2,19,1957,90:94:645027:997,"[{""owner_id"": 32, ""share"": 1.0}]"
715,"с. Сосновый Бор, наб. Медицинская, д. 8 к. 482, 714619",Коммерческое,146.1,3,24,1990,54:11:967176:287,"[{""owner_id"": 206, ""share"": 1.0}]"
716,"д. Курчатов, ш. Вахитова, д. 7/3 к. 3/4, 960530",Коммерческое,161.9,4,23,1994,93:61:913066:203,"[{""owner_id"": 76, ""share"": 0.62}, {""owner_id"": 207, ""share"": 0.26}, {""owner_id"": 229, ""share"": 0.12}]"
717,"г. Тырныауз, ул. Карьерная, д. 8 к. 1/4, 860506",Дом,150.5,2,17,2019,46:37:197328:524,"[{""owner_id"": 44, ""share"": 0.53}, {""owner_id"": 19, ""share"": 0.47}]"
718,"с. Пенза, пр. Октябрьский, д. 1, 816409",Дом,156.3,2,1,1953,79:85:371256:248,"[{""owner_id"": 267, ""share"": 1.0}]"
719,"ст. Кашхатау, ул. Стадионная, д. 40 стр. 325, 945237",Квартира,151.8,3,9,2014,55:25:150051:775,"[{""owner_id"": 156, ""share"": 0.89}, {""owner_id"": 217, ""share"": 0.11}]"
720,"клх Шарья, алл. Боровая, д. 16 к. 798, 275745",Дом,73.6,1,15,1993,40:84:693071:732,"[{""owner_id"": 64, ""share"": 1.0}]"
721,"клх Чита, ул. 8 Марта, д. 9, 453811",Дом,140.0,5,22,1967,58:76:873337:254,"[{""owner_id"": 274, ""share"": 0.38}, {""owner_id"": 120, ""share"": 0.62}]"
722,"клх Уссурийск, пр. Тельмана, д. 9 стр. 54, 662295",Коммерческое,54.7,3,15,1962,28:64:968679:422,"[{""owner_id"": 265, ""share"": 1.0}]"
723,"с. Югорск, ул. Островского, д. 7/1 к. 26, 248607",Дом,179.9,4,7,2007,19:57:809699:539,"[{""owner_id"": 32, ""share"": 1.0}]"
724,"с. Елатьма, пр. Юбилейный, д. 63 к. 658, 153017",Коммерческое,160.2,3,19,2013,91:64:561457:706,"[{""owner_id"": 287, ""share"": 1.0}]"
725,"с. Тайшет, наб. Олега Кошевого, д. 858, 522441",Коммерческое,102.4,5,17,1965,98:37:577555:485,"[{""owner_id"": 251, ""share"": 0.22}, {""owner_id"": 214, ""share"": 0.17}, {""owner_id"": 84, ""share"": 0.61}]"
726,"д. Муром, пр. Кузнецкий, д. 664 к. 61, 905719",Коммерческое,86.5,1,20,2002,24:25:487538:586,"[{""owner_id"": 81, ""share"": 1.0}]"
727,"с. Малгобек, пр. Прибрежный, д. 6/7 стр. 483, 974876",Квартира,41.2,3,12,1988,47:72:129336:811,"[{""owner_id"": 268, ""share"": 1.0}]"
728,"клх Снежногорск (Мурм.), ш. Производственное, д. 87, 843019",Квартира,188.6,3,10,1977,33:72:102187:126,"[{""owner_id"": 216, ""share"": 1.0}]"
729,"г. Шелагонцы, пр. Восьмого Марта, д. 43 к. 89, 239644",Квартира,95.2,5,10,2022,67:53:919304:387,"[{""owner_id"": 35, ""share"": 1.0}]"
730,"ст. Ухта, наб. Ставропольская, д. 86, 992427",Квартира,110.9,4,25,2007,95:67:256219:888,"[{""owner_id"": 68, ""share"": 1.0}]"
731,"д. Ессентуки, бул. Титова, д. 30, 209140",Дом,81.0,1,22,2006,45:92:192830:887,"[{""owner_id"": 46, ""share"": 0.41}, {""owner_id"": 210, ""share"": 0.59}]"
732,"д. Калач-на-Дону, ш. Ягодное, д. 5, 347199",Коммерческое,133.4,3,18,1965,92:81:189288:198,"[{""owner_id"": 13, ""share"": 1.0}]"
733,"ст. Старый Оскол, ш. Ломоносова, д. 654 к. 16, 569991",Дом,110.5,1,4,2018,33:12:388319:806,"[{""owner_id"": 278, ""share"": 0.87}, {""owner_id"": 296, ""share"": 0.06}, {""owner_id"": 28, ""share"": 0.07}]"
734,"г. Артем, бул. Пирогова, д. 4, 226227",Дом,35.2,5,20,1991,61:85:147168:504,"[{""owner_id"": 297, ""share"": 1.0}]"
735,"с. Кежма, ул. Зои Космодемьянской, д. 566, 070385",Дом,24.3,5,11,1998,42:21:220213:102,"[{""owner_id"": 12, ""share"": 0.45}, {""owner_id"": 175, ""share"": 0.55}]"
736,"с. Асино, пер. Комарова, д. 99 к. 3, 107402",Квартира,52.9,1,5,1989,62:96:277409:61,"[{""owner_id"": 147, ""share"": 1.0}]"
737,"г. Рязань, ш. Осипенко, д. 86 к. 3/6, 620036",Квартира,24.9,1,10,1999,22:50:249380:423,"[{""owner_id"": 167, ""share"": 1.0}]"
738,"клх Печора, пр. Кирпичный, д. 8 к. 6, 931839",Квартира,29.3,2,25,1980,73:75:888938:517,"[{""owner_id"": 133, ""share"": 0.85}, {""owner_id"": 193, ""share"": 0.15}]"
739,"ст. Шатки, наб. 1 Мая, д. 1/6, 049326",Дом,30.9,4,18,2002,18:71:130310:418,"[{""owner_id"": 59, ""share"": 1.0}]"
740,"п. Губаха, бул. Минский, д. 7, 212898",Дом,119.7,5,22,1962,41:81:783200:805,"[{""owner_id"": 10, ""share"": 1.0}]"
741,"к. Энгельс, пер. Лазо, д. 14 к. 812, 223984",Дом,100.3,5,7,1968,57:79:276358:801,"[{""owner_id"": 291, ""share"": 1.0}]"
742,"п. Жиганск, пр. Кочубея, д. 2/9 к. 42, 887058",Коммерческое,101.3,1,15,1987,93:31:100569:62,"[{""owner_id"": 217, ""share"": 1.0}]"
743,"с. Троицк (Челяб.), пр. Магистральный, д. 64, 479984",Дом,171.6,2,19,2015,46:15:269257:757,"[{""owner_id"": 247, ""share"": 0.77}, {""owner_id"": 140, ""share"": 0.11}, {""owner_id"": 129, ""share"": 0.12}]"
744,"ст. Мураши, пр. Сурикова, д. 7 стр. 48, 972361",Дом,36.1,1,5,2021,45:65:321092:626,"[{""owner_id"": 36, ""share"": 1.0}]"
745,"д. Диксон, ул. Серова, д. 3/1 к. 665, 786457",Коммерческое,190.2,3,25,2007,44:41:794447:330,"[{""owner_id"": 163, ""share"": 1.0}]"
746,"к. Новороссийск, наб. Сиреневая, д. 84 к. 5/1, 068758",Коммерческое,79.1,2,21,1950,87:70:104487:924,"[{""owner_id"": 236, ""share"": 1.0}]"
747,"к. Березники, ул. Зои Космодемьянской, д. 6/5 к. 2, 244418",Дом,120.0,4,25,2000,78:20:925549:898,"[{""owner_id"": 89, ""share"": 1.0}]"
748,"г. Добрянка, алл. Плеханова, д. 1/9, 570170",Коммерческое,25.6,4,22,1965,55:58:967661:616,"[{""owner_id"": 40, ""share"": 1.0}]"
749,"п. Балтийск, наб. Флотская, д. 93 стр. 1/3, 508983",Коммерческое,197.1,1,15,1997,34:66:109818:227,"[{""owner_id"": 91, ""share"": 1.0}]"
750,"клх Боровск, наб. Первомайская, д. 2/8, 972452",Коммерческое,132.5,2,8,2013,56:14:394394:505,"[{""owner_id"": 144, ""share"": 0.25}, {""owner_id"": 184, ""share"": 0.75}]"
751,"п. Новый Уренгой, пер. Просторный, д. 145 к. 4/6, 748095",Квартира,176.6,5,17,2013,31:80:303182:676,"[{""owner_id"": 108, ""share"": 0.89}, {""owner_id"": 4, ""share"": 0.04}, {""owner_id"": 101, ""share"": 0.07}]"
752,"д. Красногорск (Моск.), ул. Луначарского, д. 126 стр. 59, 203158",Квартира,154.3,2,9,2022,39:76:864305:802,"[{""owner_id"": 290, ""share"": 0.15}, {""owner_id"": 90, ""share"": 0.85}]"
753,"д. Лазаревское, ш. Северное, д. 4/5 стр. 40, 977748",Коммерческое,142.0,5,9,2021,68:10:547861:657,"[{""owner_id"": 12, ""share"": 1.0}]"
754,"к. Шуя, ул. Некрасова, д. 586 к. 13, 958684",Дом,97.9,4,9,1965,97:76:589251:508,"[{""owner_id"": 27, ""share"": 1.0}]"
755,"п. Костомукша, ш. Проточное, д. 16 стр. 9, 942767",Коммерческое,60.4,3,14,2018,67:50:105409:402,"[{""owner_id"": 23, ""share"": 1.0}]"
756,"г. Сасово, бул. Центральный, д. 7/3, 151817",Коммерческое,165.4,2,23,2004,19:41:306440:169,"[{""owner_id"": 42, ""share"": 1.0}]"
757,"ст. Домодедово, ш. Коммунаров, д. 5 к. 9/1, 232723",Коммерческое,132.6,1,16,2005,13:85:935946:642,"[{""owner_id"": 33, ""share"": 1.0}]"
758,"с. Якутск, пер. Нагорный, д. 42 стр. 1/1, 548708",Квартира,167.9,5,8,1959,86:89:559831:783,"[{""owner_id"": 129, ""share"": 0.48}, {""owner_id"": 127, ""share"": 0.41}, {""owner_id"": 56, ""share"": 0.11}]"
759,"с. Челябинск, бул. Большевистский, д. 876 к. 6, 981889",Коммерческое,42.5,1,2,1998,50:98:168187:802,"[{""owner_id"": 229, ""share"": 1.0}]"
760,"клх Касимов, пер. Песчаный, д. 2 к. 8, 894589",Квартира,74.3,4,3,1963,96:17:686424:54,"[{""owner_id"": 227, ""share"": 1.0}]"
761,"с. Усть-Джегута, пер. Механический, д. 7/4, 207612",Дом,37.2,4,8,1951,68:59:586758:815,"[{""owner_id"": 196, ""share"": 1.0}]"
762,"клх Вуктыл, ул. Береговая, д. 2, 298861",Дом,137.2,1,15,2016,52:85:301831:111,"[{""owner_id"": 52, ""share"": 1.0}]"
763,"клх Сунтар, пр. Коминтерна, д. 810, 372982",Коммерческое,162.1,2,19,1966,91:75:368735:364,"[{""owner_id"": 35, ""share"": 1.0}]"
764,"п. Кырен, пер. Николаева, д. 8 стр. 135, 757896",Квартира,63.8,1,2,1966,49:84:557019:526,"[{""owner_id"": 228, ""share"": 1.0}]"
765,"к. Новгород Великий, пр. Полевой, д. 8/4 стр. 223, 550570",Квартира,104.5,5,11,1987,57:11:642827:601,"[{""owner_id"": 184, ""share"": 0.81}, {""owner_id"": 160, ""share"": 0.09}, {""owner_id"": 299, ""share"": 0.1}]"
766,"клх Вилюйск, пр. Минский, д. 5 стр. 1, 588311",Квартира,62.7,5,2,2004,54:35:310105:656,"[{""owner_id"": 75, ""share"": 1.0}]"
767,"к. Старый Оскол, бул. Кузнечный, д. 63, 368715",Дом,128.0,3,19,2022,52:88:414186:429,"[{""owner_id"": 36, ""share"": 0.63}, {""owner_id"": 175, ""share"": 0.22}, {""owner_id"": 97, ""share"": 0.15}]"
768,"клх Ачинск, бул. Бабушкина, д. 8/9 стр. 523, 568446",Дом,177.7,1,16,1978,10:91:333858:710,"[{""owner_id"": 54, ""share"": 1.0}]"
769,"г. Кирово-Чепецк, бул. Войкова, д. 1 к. 363, 737831",Квартира,106.5,3,24,1998,36:61:293194:846,"[{""owner_id"": 110, ""share"": 1.0}]"
770,"к. Семлячики, алл. Братская, д. 4/2 стр. 9/4, 291585",Квартира,72.3,2,21,2024,56:15:131127:204,"[{""owner_id"": 186, ""share"": 0.39}, {""owner_id"": 6, ""share"": 0.33}, {""owner_id"": 38, ""share"": 0.28}]"
771,"ст. Кинешма, алл. Чкалова, д. 265, 483966",Квартира,179.4,2,11,2020,41:32:305507:23,"[{""owner_id"": 90, ""share"": 1.0}]"
772,"п. Малгобек, ш. Серова, д. 5/7 к. 61, 841749",Квартира,23.8,2,13,1964,53:36:419891:468,"[{""owner_id"": 135, ""share"": 1.0}]"
773,"г. Саратов, наб. Полевая, д. 22, 698141",Коммерческое,50.8,5,20,2005,18:25:251448:904,"[{""owner_id"": 191, ""share"": 1.0}]"
774,"ст. Кызыл, пр. 50 лет Победы, д. 994 стр. 87, 029286",Коммерческое,97.3,2,2,1974,78:47:927942:153,"[{""owner_id"": 98, ""share"": 0.4}, {""owner_id"": 99, ""share"": 0.25}, {""owner_id"": 273, ""share"": 0.35}]"
775,"п. Арсеньев, пр. Тельмана, д. 799, 183667",Коммерческое,163.2,2,17,2024,72:36:862627:84,"[{""owner_id"": 28, ""share"": 1.0}]"
776,"д. Октябрьское (Хант.), пр. Демьяна Бедного, д. 602 к. 4/5, 022234",Коммерческое,155.2,3,16,2016,69:32:437456:730,"[{""owner_id"": 34, ""share"": 0.51}, {""owner_id"": 86, ""share"": 0.49}]"
777,"п. Самара, пер. Черноморский, д. 8/6 к. 817, 524461",Коммерческое,192.0,4,9,2024,61:91:929029:598,"[{""owner_id"": 248, ""share"": 1.0}]"
778,"г. Югорск, алл. Высоковольтная, д. 2, 465642",Квартира,181.1,4,8,2000,37:49:545668:911,"[{""owner_id"": 107, ""share"": 1.0}]"
779,"г. Усть-Баргузин, алл. Пожарского, д. 46 к. 699, 955922",Дом,65.8,1,5,1960,47:66:644022:361,"[{""owner_id"": 81, ""share"": 1.0}]"
780,"с. Кулу, наб. Трудовая, д. 638, 255134",Дом,112.2,3,14,2007,69:65:528818:377,"[{""owner_id"": 22, ""share"": 1.0}]"
781,"д. Петрозаводск, алл. Осенняя, д. 19 к. 8, 314546",Квартира,99.5,3,21,1959,55:20:408824:863,"[{""owner_id"": 163, ""share"": 0.41}, {""owner_id"": 140, ""share"": 0.59}]"
782,"клх Старая Русса, пер. Ивановский, д. 25 к. 849, 953120",Коммерческое,34.1,3,8,1962,25:19:477735:40,"[{""owner_id"": 280, ""share"": 1.0}]"
783,"д. Москва, МГУ, алл. Гончарова, д. 7/7 к. 183, 800187",Квартира,141.5,3,10,1985,34:87:244562:876,"[{""owner_id"": 171, ""share"": 1.0}]"
784,"к. Каргасок, ул. Механизаторов, д. 414 стр. 8/9, 210781",Дом,70.7,3,13,2001,84:93:112468:484,"[{""owner_id"": 279, ""share"": 0.11}, {""owner_id"": 134, ""share"": 0.89}]"
785,"г. Эльтон, пр. Суворова, д. 5/3 стр. 8, 680269",Дом,61.0,2,16,1979,76:85:924154:566,"[{""owner_id"": 77, ""share"": 1.0}]"
786,"ст. Бронницы, наб. Республиканская, д. 70 к. 402, 286550",Дом,172.2,4,25,2003,36:66:571829:874,"[{""owner_id"": 237, ""share"": 0.73}, {""owner_id"": 175, ""share"": 0.27}]"
787,"п. Лысьва, ул. Гаражная, д. 3 стр. 866, 151459",Квартира,124.0,2,10,1951,73:94:974825:364,"[{""owner_id"": 192, ""share"": 1.0}]"
788,"г. Петушки, алл. Высокая, д. 32 к. 14, 539222",Дом,143.4,4,25,2018,48:51:715467:24,"[{""owner_id"": 215, ""share"": 1.0}]"
789,"с. Дивногорск, ул. Кубанская, д. 411 стр. 9, 339133",Квартира,47.7,3,19,2023,60:58:314124:972,"[{""owner_id"": 17, ""share"": 1.0}]"
790,"п. Томпа, ул. Прибрежная, д. 53 к. 7, 523428",Дом,53.9,1,11,2022,67:91:419443:96,"[{""owner_id"": 274, ""share"": 1.0}]"
791,"ст. Макушино, пр. Панфилова, д. 924 стр. 7/4, 209536",Квартира,25.8,5,16,1953,33:35:172866:934,"[{""owner_id"": 284, ""share"": 1.0}]"
792,"клх Королев, бул. Ватутина, д. 89 к. 75, 526655",Дом,30.3,5,1,1971,51:62:510103:161,"[{""owner_id"": 146, ""share"": 0.33}, {""owner_id"": 106, ""share"": 0.35}, {""owner_id"": 120, ""share"": 0.32}]"
793,"с. Охотск, наб. Лазурная, д. 796, 147533",Квартира,43.4,2,10,2005,95:70:266494:619,"[{""owner_id"": 67, ""share"": 0.48}, {""owner_id"": 275, ""share"": 0.12}, {""owner_id"": 215, ""share"": 0.4}]"
794,"п. Лысьва, ш. Поперечное, д. 7/6 к. 45, 298532",Коммерческое,56.5,4,9,1975,10:28:567383:66,"[{""owner_id"": 159, ""share"": 1.0}]"
795,"клх Осташков, пер. Короткий, д. 2 к. 8, 276383",Коммерческое,178.3,4,15,2023,15:21:401897:662,"[{""owner_id"": 127, ""share"": 0.36}, {""owner_id"": 270, ""share"": 0.64}]"
796,"п. Луга, пер. Урицкого, д. 4/1 к. 2/7, 497939",Коммерческое,162.6,4,20,1972,63:41:288301:922,"[{""owner_id"": 234, ""share"": 0.66}, {""owner_id"": 178, ""share"": 0.34}]"
